"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os01g0874700",2423.58552517936,-1.21376755182232,0.212799509385502,-5.70380803662233,1.17160016561099e-08,1.29056712770114e-06
"Os12g0527301",293.941125012943,1.39027357976216,0.244053660861284,5.69658973709215,1.22227571267756e-08,1.33972309675217e-06
"Os01g0668901",596.606926247714,-1.17499967450538,0.206391084146836,-5.69307380385399,1.24772419545097e-08,1.35420889271961e-06
"Os03g0289800",454.996457239326,-2.37865885819004,0.417771844518679,-5.69367919212107,1.24330597662605e-08,1.35420889271961e-06
"Os03g0805400",1390.09194283413,-1.25213982003349,0.220135931223622,-5.68803017787003,1.28513116124617e-08,1.38800434347081e-06
"Os02g0180000",1151.24178029913,-1.17953008284993,0.207461515325855,-5.685536813887,1.30402388838911e-08,1.40157247149627e-06
"Os03g0240600",113.375822676141,-2.63787179994631,0.464222826924646,-5.68233970186584,1.32864424423388e-08,1.421135855632e-06
"Os02g0160500",769.274065105334,1.10555166909824,0.194743753290337,5.67695574527623,1.37112926418715e-08,1.45952754992152e-06
"Os09g0553900",12184.3638729247,1.04734900229648,0.18464290102704,5.67229498925119,1.40897085464835e-08,1.49263271257268e-06
"Os04g0539000",4539.62110912211,1.01589076699373,0.17927359582312,5.66670603291771,1.45568768389774e-08,1.53478004805618e-06
"Os02g0701600",3124.87879068348,0.973812056916517,0.172030579405688,5.66069160657795,1.50764149336267e-08,1.58202323718213e-06
"Os02g0799000",419.089123052152,-0.983267148460744,0.173826378390354,-5.65660492708802,1.54396603725879e-08,1.61249773730881e-06
"Os05g0126700",950.768259798849,-0.813004345875884,0.14375834399393,-5.65535414007143,1.55525259159794e-08,1.6166595131723e-06
"Os09g0128400",953.481095083897,-0.953880193783332,0.168781020991793,-5.6515844505391,1.58975547278734e-08,1.64480261322358e-06
"Os01g0190000",3653.97657669311,0.670160845187413,0.118653639927083,5.64804287166621,1.6228471228022e-08,1.65582756433012e-06
"Os08g0517200",7471.20480027864,-0.761052947125974,0.134721182705816,-5.64909639182614,1.61293400938262e-08,1.65582756433012e-06
"Os12g0581600",732.472259018933,-0.849580148177778,0.150404104255603,-5.64865003107873,1.61712684626545e-08,1.65582756433012e-06
